,Unnamed: 0,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
6195,6196,6196,W402834,cc7cb49e-c2ef-4dfa-a55d-a38749482f75,New Weston,OH,Darke,45348,40.32806,-84.65193,1026,Rural,America/New_York,Advertising account executive,2.0,41,Nursery School to 8th Grade,Full Time,95657.24,Married,Male,No,14.9887,10,1,0.0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Mailed Check,56.97688,192.6791,5154.285,3,3,3,3,5,2,4,3
6201,6202,6202,I979416,3fc66efe-3168-4736-87e2-458b353bf961,Arlington,TX,Tarrant,76016,32.68906,-97.18871,31318,Suburban,America/Chicago,Theme park manager,1.0,53,Professional School Degree,Full Time,89224.24,Widowed,Male,No,13.57584,13,3,0.0,No,Month-to-month,Yes,No,None,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Electronic Check,44.16108,174.8062,3984.44,4,4,3,3,4,3,3,2
6210,6211,6211,S835724,21c10119-2c01-437e-bec7-0fb0b54a896b,Alpine,AZ,Apache,85920,33.86056,-109.1768,434,Suburban,America/Phoenix,"Engineer, chemical",1.0,53,"Some College, Less than 1 Year",Unemployed,80501.9,Separated,Female,No,11.78799,15,0,2.0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Mailed Check,50.24709,112.1754,4216.912,3,4,4,3,4,4,3,4
6214,6215,6215,Y470638,085961f3-ff51-4714-9234-b1d79776735f,Frankton,IN,Madison,46044,40.20944,-85.79019,3068,Rural,America/Indiana/Indianapolis,Print production planner,1.0,48,"Some College, 1 or More Years, No Degree",Full Time,84378.57,Widowed,Male,No,13.2759,13,0,1.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,No,No,Mailed Check,54.03406,126.5734,5135.275,2,3,2,3,2,4,3,3
6219,6220,6220,T258326,7b07185e-4850-4179-a3d2-baf865a0254b,Hudson,CO,Weld,80642,40.04671,-104.6152,3842,Rural,America/Denver,"Librarian, academic",3.0,53,Regular High School Diploma,Full Time,123206.3,Never Married,Male,No,10.39293,8,1,0.0,No,Two Year,No,No,None,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Electronic Check,62.8196,172.8152,5593.761,3,2,3,2,5,2,2,2
6222,6223,6223,G309407,c9d56442-7418-49db-b47b-e9bc1747cd40,Springfield,OR,Lane,97478,44.09093,-122.8514,39440,Suburban,America/Los_Angeles,Clinical psychologist,4.0,32,Bachelor's Degree,Student,109866.0,Married,Male,Yes,9.393952,9,0,1.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,No,Credit Card (automatic),57.59524,202.556,5899.938,3,2,2,4,4,4,3,4
6257,6258,6258,M659677,c1a75111-bd7f-4bc9-8c96-c89f353fdfcc,Grand Junction,CO,Mesa,81507,39.00931,-108.6261,14985,Rural,America/Denver,Pensions consultant,2.0,34,"Some College, 1 or More Years, No Degree",Full Time,98376.58,Never Married,Female,No,13.64643,8,0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,No,No,No,No,No,Electronic Check,36.19603,116.2682,5616.35,3,5,2,3,4,4,3,3
6266,6267,6267,N774071,3e1f4023-3e2b-4fce-beee-554ce593fc03,Pickens,SC,Pickens,29671,34.93511,-82.72151,17642,Urban,America/New_York,"Buyer, retail",8.0,24,Bachelor's Degree,Full Time,120864.5,Never Married,Female,No,11.57667,17,0,0.0,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Bank Transfer(automatic),63.52047,182.4113,5789.828,5,4,3,5,3,4,2,4
6268,6269,6269,S504402,4a7a8416-81a3-4916-8792-2a845e597431,Riverton,NE,Franklin,68972,40.10787,-98.80645,105,Suburban,America/Chicago,"Teacher, secondary school",1.0,76,Bachelor's Degree,Full Time,90643.01,Never Married,Male,No,6.231196,10,2,0.0,No,One year,Yes,No,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Mailed Check,51.95172,139.626,4888.503,5,5,3,2,6,3,2,4
6274,6275,6275,D595070,b79166e4-7de1-43cc-9135-8dafe939b19b,Ucon,ID,Bonneville,83454,43.59353,-111.9575,560,Rural,America/Boise,"Engineer, production",3.0,56,"9th Grade to 12th Grade, No Diploma",Full Time,85403.93,Married,Female,No,13.54241,10,0,1.0,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),49.21371,152.5524,3382.424,4,4,4,2,3,3,3,3
6279,6280,6280,N78759,82b3a959-1b4b-4091-bbdc-8e0470fdfbb8,Whitesboro,TX,Grayson,76273,33.74558,-96.93354,9575,Urban,America/Chicago,TEFL teacher,2.0,53,"9th Grade to 12th Grade, No Diploma",Full Time,91141.47,Separated,Female,No,12.60505,17,1,0.0,No,One year,No,No,None,Yes,No,No,Yes,No,No,No,Yes,No,Electronic Check,66.67672,137.2777,5846.299,4,4,5,3,6,4,3,3
6284,6285,6285,N566444,d850cc68-2c61-482e-bd18-b8523b78d45f,Cascade,VA,Pittsylvania,24069,36.58325,-79.6348,2087,Suburban,America/New_York,Psychiatrist,2.0,59,"9th Grade to 12th Grade, No Diploma",Full Time,119415.5,Divorced,Male,No,9.594206,11,5,1.0,No,Month-to-month,Yes,No,None,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Credit Card (automatic),64.80406,163.2855,5821.56,1,1,2,5,2,3,3,2
6297,6298,6298,Y663307,e91c3466-ab31-4f6c-ba61-b294fd30f8ec,Boston,VA,Culpeper,22713,38.54958,-78.13124,1567,Rural,America/New_York,Science writer,2.0,31,Regular High School Diploma,Full Time,99873.57,Married,Female,No,11.72436,20,2,0.0,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),36.19603,189.5317,3382.424,3,3,3,3,5,2,2,1
6300,6301,6301,Y239127,622a74b1-7e2b-4ab0-8fe4-a5860cac5921,Albion,NE,Boone,68620,41.73402,-98.06988,2715,Urban,America/Chicago,Media planner,4.0,53,Master's Degree,Full Time,104558.0,Separated,Female,No,13.71355,8,0,0.0,No,Month-to-month,No,Yes,None,No,No,No,No,Yes,Yes,No,Yes,Yes,Electronic Check,54.7248,139.8385,4756.822,3,4,4,3,2,3,3,3
6304,6305,6305,D435398,7ff90088-9767-4983-b334-5dbd999bd631,Callicoon Center,NY,Sullivan,12724,41.85412,-74.9339,256,Suburban,America/New_York,Advice worker,1.0,28,Bachelor's Degree,Full Time,101771.0,Widowed,Male,No,8.717406,11,1,0.0,No,Two Year,Yes,Yes,None,No,Yes,No,No,No,No,No,No,No,Mailed Check,36.19603,110.3464,5838.723,4,5,5,4,3,2,3,4
6334,6335,6335,F711590,f16559e9-296d-407f-96a1-5b3d74cb2238,Newton Center,MA,Middlesex,2459,42.31493,-71.19174,19463,Rural,America/New_York,Water engineer,1.0,28,Associate's Degree,Retired,84123.33,Divorced,Male,No,15.26877,6,1,1.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,Mailed Check,69.69884,200.0545,3382.424,6,6,5,4,3,4,3,5
6335,6336,6336,Z931013,89acd493-e7b5-4e7b-a19c-cdea9ac075c3,Beaumont,TX,Jefferson,77702,30.08626,-94.12829,2762,Urban,America/Chicago,Geophysicist/field seismologist,1.0,53,Regular High School Diploma,Full Time,85844.61,Widowed,Female,No,12.12691,6,0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),60.07014,193.8459,3382.424,2,2,2,2,4,3,2,1
6336,6337,6337,A34326,92390b13-c30e-4c4d-b26d-121c0056c8c9,Texline,TX,Dallam,79087,36.30895,-102.9359,647,Suburban,America/Chicago,Theatre director,2.0,86,"Some College, Less than 1 Year",Full Time,99342.82,Divorced,Female,No,12.69183,8,2,0.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,63.1308,203.9984,5478.0,5,4,3,5,2,3,4,4
6350,6351,6351,P140379,ebd0d6f3-3321-4de9-9f76-5a57433bc0ee,Sherrills Ford,NC,Catawba,28673,35.6076,-80.99922,6307,Urban,America/New_York,"Geologist, engineering",1.0,53,Associate's Degree,Retired,105425.1,Never Married,Female,No,8.618152,12,1,0.0,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Electronic Check,45.26675,206.8878,4172.285,3,3,4,1,4,2,4,3
6359,6360,6360,X460024,f38647d8-f6d1-4c22-a378-fb9ab0abc218,Compton,CA,Los Angeles,90221,33.88615,-118.2059,52322,Suburban,America/Los_Angeles,Technical brewer,1.0,64,"Some College, 1 or More Years, No Degree",Full Time,79298.31,Never Married,Female,No,12.74105,11,1,0.0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),67.4011,153.6117,6322.395,4,4,3,2,4,5,3,4
6377,6378,6378,Z296111,60dba014-52e7-4ff7-b6c3-54509e74c2c8,Hazel Green,WI,Grant,53811,42.53599,-90.51387,3263,Urban,America/Chicago,"Horticulturist, amenity",1.0,86,Regular High School Diploma,Unemployed,85485.62,Never Married,Female,No,10.18561,14,2,0.0,No,Month-to-month,Yes,Yes,None,Yes,Yes,Yes,No,No,No,No,No,Yes,Bank Transfer(automatic),50.62544,113.9211,4203.629,3,2,3,3,3,3,4,3
6383,6384,6384,V225599,80d01587-dd17-4470-93f2-d77cb8496f04,Justin,TX,Denton,76247,33.09842,-97.32495,14260,Suburban,America/Chicago,Site engineer,0.0,53,"Some College, 1 or More Years, No Degree",Full Time,102544.2,Never Married,Male,No,12.31175,14,0,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Mailed Check,49.26183,129.6754,3382.424,2,3,3,5,2,5,5,3
6388,6389,6389,N660411,b6626c69-c1c9-46cc-ab4a-cbcf1582103a,Lakeport,CA,Lake,95453,39.0456,-122.9373,11092,Urban,America/Los_Angeles,Production manager,1.0,35,GED or Alternative Credential,Full Time,83330.44,Married,Male,No,11.72725,4,1,1.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Electronic Check,64.31881,208.4383,5834.026,5,5,3,4,2,6,6,2
6407,6408,6408,B317246,42ebb91f-6aff-4553-a96e-d55c31e7b827,London,OH,Madison,43140,39.88297,-83.42996,24514,Urban,America/New_York,Environmental consultant,1.0,53,Bachelor's Degree,Full Time,80087.23,Never Married,Female,No,12.3224,5,2,0.0,No,One year,No,Yes,None,Yes,No,Yes,No,No,No,No,No,Yes,Mailed Check,66.3094,81.39973,5420.067,4,4,5,5,4,5,3,4
6420,6421,6421,Y590115,72e2e6d6-ce2d-45cf-9f36-1779fc2e9d11,Fort Payne,AL,DeKalb,35968,34.48975,-85.7657,4584,Urban,America/Chicago,Training and development officer,4.0,53,"Some College, Less than 1 Year",Full Time,121444.9,Married,Male,No,7.625902,16,2,1.0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,No,Bank Transfer(automatic),68.30662,160.7468,6101.655,5,5,4,3,4,4,4,5
6432,6433,6433,C242980,727a0943-5dff-43b4-adee-14eb2c775fe7,Maunie,IL,White,62861,38.03196,-88.02854,165,Suburban,America/Chicago,Research scientist (medical),4.0,43,Bachelor's Degree,Full Time,92696.47,Divorced,Female,No,6.981952,9,1,1.0,No,One year,No,No,None,Yes,Yes,No,Yes,No,No,No,No,Yes,Mailed Check,71.77038,135.3318,6188.322,5,4,3,3,5,4,3,4
6443,6444,6444,R526092,d6ad6e6a-9965-4957-a918-81d6b16a628c,Forgan,OK,Beaver,73938,36.93497,-100.5831,756,Urban,America/Chicago,Community pharmacist,1.0,52,"9th Grade to 12th Grade, No Diploma",Full Time,110391.6,Divorced,Male,No,6.433931,14,2,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,No,Bank Transfer(automatic),66.30503,181.2063,5674.467,4,4,3,4,2,4,4,5
6445,6446,6446,U635749,9b351c33-77e0-400d-915b-6a9511b7787d,Eunice,LA,St. Landry,70535,30.47822,-92.4264,18448,Urban,America/Chicago,Chartered accountant,0.0,77,Regular High School Diploma,Retired,87747.16,Divorced,Male,No,10.54003,10,1,0.0,No,Two Year,No,No,DSL,Yes,No,Yes,Yes,Yes,No,No,No,No,Mailed Check,58.7814,130.224,5473.6,4,5,5,4,3,4,4,5
6460,6461,6461,G03073,c5fbb028-f030-40cc-b222-fcfb8a5f236e,Sabael,NY,Hamilton,12864,43.72735,-74.30538,24,Suburban,America/New_York,Trading standards officer,1.0,37,"9th Grade to 12th Grade, No Diploma",Part Time,84100.24,Separated,Female,No,10.50736,15,2,1.0,No,One year,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),55.74968,154.4017,4912.338,5,5,5,4,3,4,5,5
6463,6464,6464,F943189,0ef28be3-fb5d-4d5b-84f8-9df9e6053345,Winger,MN,Polk,56592,47.53634,-96.00755,496,Suburban,America/Chicago,Primary school teacher,3.0,88,"9th Grade to 12th Grade, No Diploma",Full Time,102322.6,Separated,Female,No,-0.1446439,19,2,0.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,50.89196,209.5905,4665.806,3,3,3,3,3,2,2,2
6485,6486,6486,L604308,d9c538b7-24a0-4c4e-b6e2-f44e1b06ac22,La Mesa,NM,Do̱a Ana,88044,32.13826,-106.7999,3527,Suburban,America/Denver,Child psychotherapist,1.0,53,No Schooling Completed,Full Time,112097.3,Divorced,Female,No,14.38465,5,0,2.0,No,Two Year,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Electronic Check,48.25953,181.7562,4843.628,3,2,3,5,3,2,2,2
6512,6513,6513,I800085,ef0ce881-0055-4357-bce8-98f8c0343a62,New Braunfels,TX,Comal,78130,29.69772,-98.0702,74172,Suburban,America/Chicago,Agricultural engineer,3.0,80,Bachelor's Degree,Part Time,146317.6,Divorced,Male,No,8.599875,12,2,1.0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Mailed Check,36.19603,146.889,5735.926,4,4,4,2,5,4,4,2
6519,6520,6520,X162672,efeaeef3-4554-4793-b360-82d2a7ff4c9a,Surry,ME,Hancock,4684,44.49337,-68.52794,1599,Rural,America/New_York,English as a foreign language teacher,1.0,70,"Some College, Less than 1 Year",Part Time,84595.21,Widowed,Male,Yes,6.426431,12,0,2.0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Electronic Check,52.83052,155.537,5109.746,4,4,4,3,2,5,3,3
6555,6556,6556,E178106,9b5f84e4-6d25-4e1a-966d-d48bcbd25099,New Brockton,AL,Coffee,36351,31.41551,-85.91877,3410,Rural,America/Chicago,Telecommunications researcher,2.0,64,"Some College, 1 or More Years, No Degree",Full Time,99108.6,Divorced,Male,No,11.91027,17,0,0.0,No,Two Year,No,No,DSL,Yes,Yes,No,No,No,Yes,Yes,No,No,Electronic Check,70.95714,163.7716,6557.961,4,4,4,2,4,4,3,2
6559,6560,6560,L43661,9ee06746-2430-42e3-bc5f-15fea55eb6ab,Steamboat Rock,IA,Hardin,50672,42.42518,-93.06319,581,Urban,America/Chicago,Herpetologist,1.0,53,Nursery School to 8th Grade,Full Time,95454.27,Separated,Female,Yes,5.862891,11,1,0.0,Yes,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),63.29423,220.0228,6035.974,3,4,3,3,4,4,4,4
6580,6581,6581,Z469953,6b1d81bd-cf5a-4694-b48e-009568f9fb10,Cashton,WI,Monroe,54619,43.75716,-90.77702,3908,Rural,America/Chicago,Video editor,1.0,88,"Some College, Less than 1 Year",Full Time,100224.4,Widowed,Male,No,12.13046,11,0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,Mailed Check,52.29776,150.7202,4680.412,4,4,4,2,4,5,2,4
6582,6583,6583,P899160,5631ad28-5ec7-4a5f-ab1c-fcc4debf0c03,White Stone,VA,Lancaster,22578,37.65077,-76.36241,2315,Rural,America/New_York,"Scientist, research (medical)",0.0,51,Bachelor's Degree,Full Time,85374.14,Widowed,Male,No,8.866949,13,0,1.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,Electronic Check,64.31709,124.8567,5429.739,3,3,4,3,3,5,3,5
6614,6615,6615,W214300,1539c398-1324-4d23-8b4f-834df3d62525,Muncie,IN,Delaware,47305,40.19376,-85.38603,3518,Rural,America/Indiana/Indianapolis,"Engineer, technical sales",1.0,27,"Some College, 1 or More Years, No Degree",Part Time,98862.21,Never Married,Male,No,10.50992,15,2,1.0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Electronic Check,65.57158,181.3207,3382.424,5,5,2,3,3,4,4,6
6624,6625,6625,P716061,098c564d-8659-456c-9ea4-ce5ea64cbaa2,North Sandwich,NH,Carroll,3259,43.87212,-71.3965,336,Urban,America/New_York,Wellsite geologist,1.0,70,Regular High School Diploma,Retired,92344.97,Never Married,Female,No,8.513748,15,1,1.0,No,Month-to-month,Yes,Yes,DSL,No,No,No,No,Yes,No,No,Yes,No,Electronic Check,57.87826,139.8168,5361.534,2,4,2,4,2,2,4,5
6636,6637,6637,A759341,bdfbb6bf-e43c-4509-9742-dc3dec37ab7c,Litchfield,MI,Hillsdale,49252,42.03691,-84.76721,2442,Rural,America/Detroit,Technical brewer,5.0,71,Regular High School Diploma,Part Time,103499.7,Widowed,Female,No,5.595878,10,1,0.0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),36.24048,220.7463,3382.424,2,2,2,2,4,2,2,3
6637,6638,6638,P685158,6c2a0c94-ee25-4da2-9f53-2120d7f8f47c,Singers Glen,VA,Rockingham,22850,38.56071,-78.92444,1113,Urban,America/New_York,Bookseller,1.0,53,GED or Alternative Credential,Full Time,94733.63,Widowed,Female,No,12.74916,20,1,0.0,No,Month-to-month,Yes,No,DSL,No,Yes,No,No,No,Yes,No,No,No,Mailed Check,36.19603,138.4516,4149.514,4,4,3,3,4,1,2,4
6654,6655,6655,L368419,2ce302e3-03c3-46d2-9c2f-b8f7bfbf6303,Hermitage,TN,Davidson,37076,36.14946,-86.58188,38957,Urban,America/Chicago,Artist,2.0,77,Bachelor's Degree,Full Time,78661.48,Never Married,Female,No,13.06847,11,2,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,63.61158,160.4233,5364.284,2,2,2,3,5,2,2,2
6661,6662,6662,R983561,d5557153-e894-4c98-8e7f-d7fd800aca7e,Glendale Springs,NC,Ashe,28629,36.34023,-81.36513,0,Urban,America/New_York,"Conservation officer, historic buildings",1.0,84,"Some College, 1 or More Years, No Degree",Part Time,123991.0,Never Married,Female,No,11.60816,12,2,1.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Mailed Check,63.06198,263.5318,5705.274,4,4,4,3,3,4,4,5
6665,6666,6666,O148559,a9890702-06c6-4337-9d5b-65f7d1e30466,Belden,CA,Plumas,95915,39.97548,-121.2087,0,Urban,America/Los_Angeles,Administrator,1.0,70,Master's Degree,Part Time,89705.73,Divorced,Female,No,12.40836,13,0,1.0,No,Two Year,Yes,Yes,None,Yes,No,No,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),61.37983,177.1587,3382.424,4,4,5,6,3,4,5,4
6681,6682,6682,L285457,ba73354b-44c7-4169-b6c3-7f369246768d,Bloomingburg,OH,Fayette,43106,39.64231,-83.42115,1589,Urban,America/New_York,"Nurse, learning disability",6.0,66,"Some College, 1 or More Years, No Degree",Full Time,101607.9,Divorced,Female,No,10.45963,16,2,0.0,Yes,Two Year,No,No,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,Electronic Check,71.91816,146.9148,3382.424,6,4,4,3,2,5,5,5
6692,6693,6693,R624685,f6c198c1-0885-4b7f-b295-80e59e45cbdb,La Crosse,KS,Rush,67548,38.5831,-99.34511,1262,Urban,America/Chicago,Economist,3.0,53,Bachelor's Degree,Retired,80318.07,Never Married,Male,No,34.71633,17,1,1.0,No,One year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,Bank Transfer(automatic),56.1122,179.1006,5089.071,1,3,2,3,4,3,3,3
6703,6704,6704,O385646,16e783d5-a1b5-4abd-9128-48fd8ba38f97,Orlando,FL,Orange,32805,28.52944,-81.40587,20695,Rural,America/New_York,Civil Service fast streamer,5.0,53,Regular High School Diploma,Student,81315.45,Never Married,Female,No,9.869325,7,0,0.0,Yes,Month-to-month,No,No,DSL,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),36.19603,203.0355,6473.587,3,3,3,4,3,5,4,3
6740,6741,6741,O66480,8923e683-c2a4-42f5-994d-7909aec0c7ec,Norfolk,MA,Norfolk,2056,42.11637,-71.32963,11317,Rural,America/New_York,"Pharmacist, hospital",4.0,21,Bachelor's Degree,Part Time,97310.88,Married,Female,No,8.654632,13,1,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,56.5926,167.3076,5718.847,2,3,2,5,2,3,4,4
6766,6767,6767,X147440,ac2a9673-5e15-47eb-a93c-09a9c3608e78,Bismarck,ND,Burleigh,58501,46.81869,-100.702,30050,Rural,America/Chicago,Learning mentor,5.0,44,No Schooling Completed,Full Time,146958.0,Separated,Female,No,42.3594,8,0,1.0,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Electronic Check,69.74945,212.8141,6312.41,3,3,3,3,4,4,3,4
6767,6768,6768,S337666,71474b6f-b667-4f43-bc1e-4b4fa4784b6f,Akiachak,AK,Bethel,99551,60.90924,-161.4203,567,Rural,America/Anchorage,Advertising account planner,2.0,67,Regular High School Diploma,Full Time,102823.4,Married,Female,Yes,9.967466,16,1,0.0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Electronic Check,55.06671,222.0738,5131.089,4,4,4,3,4,3,3,3
6807,6808,6808,S631327,f73d7d97-6b80-474d-981e-b7c62f037b5d,San Ramon,CA,Contra Costa,94582,37.76352,-121.9154,42059,Rural,America/Los_Angeles,Contracting civil engineer,2.0,69,"Some College, 1 or More Years, No Degree",Full Time,127578.3,Separated,Female,No,11.63107,14,1,0.0,Yes,Month-to-month,No,Yes,None,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Electronic Check,67.26247,187.2643,5957.423,4,3,4,4,5,4,4,4
6812,6813,6813,L509876,acf83a9f-a4e4-43e6-94c5-f0d23c63d68d,Texas City,TX,Galveston,77590,29.39095,-94.91973,31498,Suburban,America/Chicago,Solicitor,1.0,53,"Some College, 1 or More Years, No Degree",Full Time,85351.21,Married,Male,No,8.088258,8,1,2.0,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,64.88617,176.2861,6221.263,5,5,5,3,3,4,4,5
6837,6838,6838,L820987,296ed4a8-b450-41b0-b5fd-109186b7ef20,Saint Jo,TX,Montague,76265,33.74828,-97.54502,1602,Rural,America/Chicago,Chief Operating Officer,1.0,35,"Some College, 1 or More Years, No Degree",Full Time,194550.7,Divorced,Female,No,8.315082,11,1,0.0,Yes,Month-to-month,No,Yes,None,No,No,No,No,Yes,Yes,Yes,Yes,No,Mailed Check,36.19603,200.5407,5591.655,2,3,4,2,6,2,4,2
6839,6840,6840,D564142,2d1f0f7b-b49c-4634-a88e-7bdfdee97add,San Diego,CA,San Diego,92119,32.8101,-117.0328,23990,Suburban,America/Los_Angeles,"Copywriter, advertising",0.0,85,Nursery School to 8th Grade,Retired,88744.82,Widowed,Female,No,6.791954,14,0,0.0,No,Month-to-month,No,No,None,Yes,No,No,No,No,Yes,No,No,Yes,Electronic Check,67.675,89.93505,3382.424,4,3,3,3,3,3,4,5
6848,6849,6849,O508292,89982c85-e821-42a4-ab3d-35a665962abe,South Wayne,WI,Lafayette,53587,42.57809,-89.9032,1181,Rural,America/Chicago,Child psychotherapist,1.0,68,Regular High School Diploma,Student,113002.5,Widowed,Female,No,10.80699,16,1,0.0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Credit Card (automatic),52.17722,138.0266,4469.238,3,3,5,3,2,2,3,3
6860,6861,6861,K950044,836cf93e-f4fd-4693-ade9-7674f0efed51,Franklin,VT,Franklin,5457,44.97097,-72.91335,1592,Suburban,America/New_York,Public affairs consultant,1.0,42,"Some College, Less than 1 Year",Retired,95405.97,Separated,Male,No,8.556697,13,0,0.0,No,Month-to-month,No,Yes,None,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Mailed Check,51.77963,150.7488,4604.802,4,5,4,3,4,4,4,3
6862,6863,6863,F345391,5a5bcba3-6618-47e8-9563-11262683c638,Lansing,OH,Belmont,43934,40.07815,-80.78999,466,Suburban,America/New_York,Research scientist (physical sciences),1.0,38,"Some College, 1 or More Years, No Degree",Unemployed,81345.64,Divorced,Female,No,1.579702,8,2,0.0,No,Two Year,No,No,DSL,No,Yes,No,Yes,No,Yes,Yes,No,No,Mailed Check,50.87987,183.0931,5014.269,3,3,3,2,5,3,2,3
6910,6911,6911,X361688,abc1bf04-f04d-42b0-93e5-49f2f32e500d,Larchmont,NY,Westchester,10538,40.93794,-73.75668,16545,Rural,America/New_York,Advertising account executive,2.0,54,Bachelor's Degree,Full Time,81472.37,Divorced,Female,No,12.67724,16,1,2.0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),46.26476,137.6338,4405.463,3,4,3,3,2,4,3,4
6915,6916,6916,I777737,96acf938-4da1-470a-a075-781b735175a1,Vega Alta,PR,Vega Alta,692,18.40845,-66.33691,35840,Suburban,America/Puerto_Rico,Broadcast presenter,0.0,52,"9th Grade to 12th Grade, No Diploma",Full Time,81042.06,Married,Female,No,12.86605,12,2,1.0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Credit Card (automatic),70.24155,117.2751,6327.154,3,4,4,4,2,4,3,2
6919,6920,6920,A417108,7b11832c-693d-45fa-ad25-4136cd6914dd,Brandon,MN,Douglas,56315,45.98473,-95.589,1663,Rural,America/Chicago,"Engineer, petroleum",1.0,59,Regular High School Diploma,Retired,79543.27,Never Married,Male,No,11.35785,14,0,0.0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Electronic Check,68.13863,173.1875,5898.901,6,5,5,3,5,5,5,4
